codigo,descripcion_original,descripcion_borroni
>PACG10NC047019F,PRIS ALLEN C/CIL.G10 3/16-NC-3/4 FOSF,
>PACG10NC047009F,PRIS ALLEN C/CIL.G10 3/16-NC-3/8 FOSF,
>G5/16X250,GANCHOS PARA TEJIDO DE 250 MM (5/16),
>G5/16X300,GANCHOS PARA TEJIDO DE 300 MM (5/16),
>BCRTG2WH079063,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 2,1/2 ZINC CON TUERCA",
>BCRGT2WH095155Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 6 ZINC CON TUERCA,
>BCRTG2WH065063Z,"BUL. C/RED. C/ CUAD. G2 1/4-WH- 2,1/2 ZINC CON TUERCA",
>BCRTG2WH079056Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 2,1/4 ZINC CON TUERCA",
>BCRGT2WH079140Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 5,1/2 ZINC CON TUERCA",
>BCRGT2WH079175Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 7 ZINC CON TUERCA,
>BCRTG2WH079200Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 8 ZINC CON TUERCA,
>PACG10NC065032F,PRIS ALLEN C/CIL.G10 1/4-NC-1 1/4 FOSF,
>TUHG5NC160D,TUERCA HEXAGONAL G5 5/8-UNC (11) DICRO,
>TUHG8NF160D,TUERCA HEXAGONAL G8 5/8-UNF (11) DICRO,
>TUHG5NC190D,TUERCA HEXAGONAL G5 3/4-UNC (10) DICRO,
>010113,REMACHE POP ALUMINIO 4 X 16,
>010120,REMACHE POP ALUMINIO 5 X 16,
>010121,REMACHE POP ALUMINIO 5 X 20,
>G5/16X200,GANCHOS PARA TEJIDO DE 200 MM (5/16),
>TUHPG2NC250Z,TUERCA HEXAGONAL PESADA G2 1-UNC (8) ZINC,
>TTRG2MA04020Z,TOR. TANQ. RAN. G2 M04- 0.7- 20  ZINC,
>PACG10NC065025F,PRIS ALLEN C/CIL.G10 1/4-NC-1 FOSF,
>AGI079,ARANDELA GROWER INOXIDABLE 5/16,
>PACINC065032,PRISIONERO ALLEN C/CIL. INOXIDABLE 1/4-UNC-1 1/4,
>TUHPG2NC140Z,TUERCA HEXAGONAL PESADA G2 9/16-UNC (12) ZINC,
>TUHPG2NC160Z,TUERCA HEXAGONAL PESADA G2 5/8-UNC (11) ZINC,
>HXPMV14050Z,AUTOPERF.C/HEX. PTA MECHA C/ARANDELA VULCANIZADA NÂ°14 X 2 ZINC,
>GRAMPA264X25P,GRAMPA PARA CERCO  264 X 25 PULIDA,
>PCCG2NC065010N,PRIS.C/CUADRADA G2 1/4-UNC-3/8,
>PACIMA08025,PRISIONERO ALLEN C/CIL. INOXIDABLE M 8-1.25-25,
>APBM8D,ARANDELA PLANA BISELADA M8 DICRO,
>APBM10D,ARANDELA PLANA BISELADA M10 DICRO,
>010124,REMACHE POP ALUMINIO 5 X 30,
>PAFG10MA06035F,PRIS ALLEN C/FRES.G10 M6-1-35 FOSF,
>PAFIMA06035,PRISIONERO ALLEN C/FREZADA INOXIDABLE AISI 304 M 6-1-35,
>TTHCIG2NC175N,TCA .HEX.TORN CONTRAT. IZQ. G2 11/16-UNC (18) NAT ALT 7,
>TTHCDG2NC175N,TCA .HEX.TORN CONTRAT. DER. G2 11/16-UNC (18) NAT ALT 7,
>BCRTG2WH125100Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 4 ZINC CON TUERCA,
>BCRTG2WH095100Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 4 ZINC CON TUERCA,
>TUHG8NC160BO,TUERCA HEXAGONAL G8 5/8-UNC (11) BLACK OXID,
>TUHG10.9MA12BO,"TUERCA HEXAGONAL G10.9 M12-1,75 BLACK OXID",
>TUHG10.9MA20BO,"TUERCA HEXAGONAL G10.9 M20-2,5 BLACK OXID",
>BHG10.9MA20050N,"BULON HEXAGONAL (10.9) M20-2,5-50 BLACK OXID",
>BHG8NC160050N,BULON HEXAGONAL G8 5/8-UNC-2 BLACK OXID,
>BHG10.9MA12050N,"BULON HEXAGONAL (10.9) M12-1,75-50 BLACK OXID",
>RHT047056Z,REMACHE HO.TUBULAR 3/16X56 ZINC,
>RHT047030Z,REMACHE HO.TUBULAR 3/16X30 ZINC,
>RHT047022Z,REMACHE HO.TUBULAR 3/16X22 ZINC,
>PACG10NC079038F,PRIS ALLEN C/CIL.G10 5/16-NC-1 1/2 FOSF,
>PACG10NC079050F,PRIS ALLEN C/CIL.G10 5/16-NC-2 FOSF,
>PACG10NC095019F,PRIS ALLEN C/CIL.G10 3/8-NC-3/4 FOSF,
>PACG10NC095032F,PRIS ALLEN C/CIL.G10 3/8-NC-1 1/4 FOSF,
>PACG10NC095050F,PRIS ALLEN C/CIL.G10 3/8-NC-2 FOSF,
>PACG10NC125038F,PRIS ALLEN C/CIL.G10 1/2-NC-1 1/2 FOSF,
>PASG10NC065012F,PRIS.ALLEN S/CABEZA G10 1/4-UNC-1/2 FOSF,
>TTRG2NC047044Z,TOR. TANQ. RAN. G2 3/16 X 1 3/4 ZINC,
>TTRG2NC031019Z,TOR. TANQ. RAN. G2 1/8 X 3/4 ZINC,
>TUIMA039,TUERCA HEXAGONAL INOXIDABLE 5/16-UNC (18),
>PAFINC065032,PRIS ALLEN C/FRES.INOXIDABLE 1/4 X UNC X 1 1/4,
>APC095D,ARANDELA PLANA COMUN 3/8 DICRO,
>APC079D,ARANDELA PLANA COMUN 5/16 DICRO,
>BHG5MA08040DCC,"BULON HEXAGONAL (8.8) M8-1,25-40 DICRO CON CUELLO",
>IM100360,TUERCA REMACHE M 5 CAB. PLANA ZINC,
>IM100253,TUERCA REMACHE M 6 CAB. PLANA ZINC,
>TPJI001025W,TOR.PARKER C/FIJ.INOXIDABLE NÂ° 06 X 1 W,
>TTHCG2MC17N,TUERCA TORNEADA HEXAGONAL G2 M17-1 NATURAL ALT. 8,
>TFFG2MA04009Z,TORNILLO C/FRESADA PHIL. M04-0.7-9 ZINC,
>PASG10NC047012F,PRIS.ALLEN S/CABEZA G10 3/16-UNC-1/2 FOSF,
>PABG10NC047019F,PRIS. ALLEN C/BOT.G10 3/16-UNC-3/4 FOSF,
>PABG10NC047012F,PRIS. ALLEN C/BOT.G10 3/16-UNC-1/2 FOSF,
>BECS12X95,BULON DE EXPANSION BECS 12X95,
>BECS16X90,BULON DE EXPANSION BECS 16X90,
>TPJCG2G04012Z,TOR.PARKER C/FIJ.COMB.G2 4 X 1/2 ZINC,
>TFFG2NC047006Z,TOR. C/FRES. PHIL. G2 3/16 X 1/4 ZINC,
>APBM6D,ARANDELA PLANA BISELADA M6 DICRO,
>0412660408,TORNILLO (PRIS) CAB. HEXAG. AISI 304 A2 70 INOX. M6 X 30,
>0407360400,"ARANDELA PLANA DIN 125 A, AISI 304 A2 70, M6 (6.1X12X1.6)",
>04075Y0400,"ARANDELA PLANA DIN 9021, AISI 304 (GEN) M6 (6.4X18X1.6)",
>0415260400,"TUERCA HEXAG. (H=0.8), AISI 304 A2 70, M6",
>TPJI006009W,TOR.PARKER C/FIJ.INOXIDABLE NÂ° 06 X 3/8 W,
>XTMDN06041Z,AUTOPERF TROMP.P/MECHA DURLOCK NÂ°6 X 1 5/8,
>PACG10MA05040F,PRIS.ALLEN C/CIL.G10 M5-0.8-40 FOSF,
>XHMN12050ZINC,AUTOPERF.C/HEX. PTA MECHA NÂ°12X2 ZINC,
>PABG10MA08025F,"PRIS.ALLEN C/BOT.G10 M8-1,25-25 FOSF",
>PABG10MA08020F,"PRIS.ALLEN C/BOT.G10 M8-1,25-20 FOSF",
>APB065Z,ARANDELA PLANA BISELADA 1/4 ZINC,
>APB095Z,ARANDELA PLANA BISELADA 3/8 ZINC,
>APB125Z,ARANDELA PLANA BISELADA 1/2 ZINC,
>APB160Z,ARANDELA PLANA BISELADA 5/8 ZINC,
>0415840901,"VARILLA ROSCADA INOXIDABLE , AISI 304 A4 80, M 12 MA",
>0410160907,"TORNILLO CAB. HEXAG. INOXIDABLE , AISI 304 A2 70, M 12-25 MA",
>TUHPG2NC190Z,TUERCA HEXAGONAL PESADA G2 3/4-UNC (10) ZINC,
>TUHPG2NC220Z,TUERCA HEXAGONAL PESADA G2 7/8-UNC (9) ZINC,TUERCAS HEXAGONALES ESTAMPADAS - GRADO 2 7/8
>BCRTG2WH079125Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 5 ZINC CON TUERCA,
>PAFIMA03006,PRISIONERO ALLEN C/FREZADA INOXIDABLE AISI 304 M3 - 0.5 - 6,
>PAFIMA03025,PRISIONERO ALLEN C/FREZADA INOXIDABLE AISI 304 M3 - 0.5 - 25,
>PAFIMA06016,PRISIONERO ALLEN C/FREZADA INOXIDABLE AISI 304 M6-1-16,
>PAFIMA06020,PRISIONERO ALLEN C/FREZADA INOXIDABLE AISI 304 M6-1-20,
>PAFIMA08025,PRISIONERO ALLEN C/FREZADA INOXIDABLE AISI 304 M8-1-25,
>PABIMA04008,PRISIONERO ALLEN C/BOTON INOXIDABLE AISI 304 M4-0.7-8,
>MAEZ01.00,MECHA A/R EZETA 1.00 MM,
>MAEZ02.00,MECHA A/R EZETA 2.00 MM,
>MAEZ01.50,MECHA A/R EZETA 1.50 MM,
>MAEZ03.00,MECHA A/R EZETA 3.00 MM,
>MAEZ04.00,MECHA A/R EZETA 4.00 MM,
>MAEZ05.00,MECHA A/R EZETA 5.00 MM,
>MAEZ06.00,MECHA A/R EZETA 6.00 MM,
>BCRGT2WH079100Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 4 ZINC CON TUERCA,
>PAFG5NC079019F,PRIS ALLEN C/FRES.G5 5/16-UNC-3/4 FOSF,
>ARPI,BOLSAS ARPILLERAS,
>TTRG2NC031025Z,TOR. TANQ. RAN. G2 1/8 X 1 ZINC,
>PACG10NC079016F,PRIS ALLEN C/CIL.G10 5/16-NC-5/8 FOSF,
>XTMDN06028Z,AUTOPERF TROMP.P/MECHA DURLOCK NÂ°6 X 1 1/8,
>APC125D,ARANDELA PLANA COMUN 1/2 DICRO,
>APC065D,ARANDELA PLANA COMUN 1/4 DICRO,
>OMEGA5/8,GRAMPA OMEGA 5/8,
>XJFPMN08038Z,AUTOPERF.C/FIJ.FLANGE PTA MECHA NÂª 8 x 1 1/2 ZINC,
>TUHLHC1014X3.0Z,TUERCA HEXAGONAL LIVIANA HIERRO M10-1 (14.0 x 3.0) ZINC,
>TUHG2MA08Z,"TUERCA HEXAGONAL G2 M08-1,25 ZINC",
>PAFIMA05025,PRISIONERO ALLEN C/FREZADA INOXIDABLE AISI 304 M5-0.8-25,
>CONJ-MOLX2-M6X2,CONJ-EMPAQUETADO MOL.M10x35 MA (x2) + M06X20 MA (X2),
>BECS12X120,BULON DE EXPANSION BECS 12X120,
>BECS16X125,BULON DE EXPANSION BECS 16X125,
>18,Prueba22,
>TPJCG2G12038Z,TOR.PARKER C/FIJ.COMB.G2 NÂ°12 X 1 1/2 Z,
>TTI065038,TORNILLO CAB/TANQUE INOXIDABLE 304 1/4 - UNC - 1 1/2,"TORNILLOS CABEZA TANQUE - PUNTA MECHA 1 1/4"""
>TTI065032,TORNILLO CAB/TANQUE INOXIDABLE 304 1/4 - UNC - 1 1/4,"TORNILLOS CABEZA TANQUE - PUNTA MECHA 1 1/4"""
>TPJCG2G12032Z,TOR.PARKER C/FIJ.COMB.G2 NÂ°12 X 1 1/4 Z,
>TUHG2NC381L21/N,"TUERCA HEXAGONAL G2 1,1/2-UNC (6) NAT LLAVE 2 1/4",
>PACIMA04016,PRISIONERO ALLEN C/CIL. INOXIDABLE M4-0.7-16,
>PACIMA04050,PRISIONERO ALLEN C/CIL. INOXIDABLE M 4-0.7-50,
>PACIMA05010,PRISIONERO ALLEN C/CIL. INOXIDABLE M 5-0.8-10,
>PACIMA06016,PRISIONERO ALLEN C/CIL. INOXIDABLE M 6-1-16,
>PACIMA06025,PRISIONERO ALLEN C/CIL. INOXIDABLE M 6-1-25,
>PACIMA06035,PRISIONERO ALLEN C/CIL. INOXIDABLE M 6-1-35,
>PACIMA10030,PRISIONERO ALLEN C/CIL. INOXIDABLE M 10-1.50-30,
>PACIMA10035,PRISIONERO ALLEN C/CIL. INOXIDABLE M 10-1.50-35,
>PAFIMA06025,PRISIONERO ALLEN C/FREZADA INOXIDABLE AISI 304 M6-1-25,
>PAFIMA04010,PRISIONERO ALLEN C/FREZADA INOXIDABLE AISI 304 M4-0.7-10,
>PABIMA04040,PRISIONERO ALLEN C/BOTON INOXIDABLE AISI 304 M4-0.7-40,
>PABIMA06020,PRISIONERO ALLEN C/BOTON INOXIDABLE AISI 304 M6-1-20,
>PASIMA06016,PRISIONERO ALLEN S/CABEZA INOXIDABLE AISI 304 M6-1-16,
>PASIMA06010,PRISIONERO ALLEN S/CABEZA INOXIDABLE AISI 304 M6-1-10,
>APBM5D,ARANDELA PLANA BISELADA M5 DICRO,
>APB250Z,ARANDELA PLANA BISELADA 1 ZINC,
>PCCG2NC095038N,"PRIS.C/CUADRADA G2 3/8-UNC-1,1/2",
>PCCG2NC095044N,"PRIS.C/CUADRADA G2 3/8-UNC-1,3/4",
>CHPH3.5X50,"CHAVETA PARTIDA DE HIERRO 3,5 X 50",
>BHG109NF250076N,BULON HEXAGONAL (10.9) 1 - UNF - 3 BLACK OXID,
>XAEN14076Z,AUTOPERF. ALAS C/ESTRIAS NÂ°14X3 ZINC,
>BHG5MA06120D,BULON HEXAGONAL (8.8) M6-1-120 DICRO,
>CEPELEC001,CEPILLO ELECTRICO 001,
>BCRG2WH140070Z,"BUL. C/RED. C/ CUAD. G2 9/16-WH- 2,3/4 ZINC",ARANDELAS PLANAS 9/16
>BHG5NC220D,"BULON HEXAGONAL G5 7/8-UNC-7,1/2 DICRO",
>PACG10NC079012F,PRIS ALLEN C/CIL.G10 5/16-NC-1/2 FOSF,
>PAFIMA06030,PRISIONERO ALLEN C/FREZADA INOXIDABLE AISI 304 M6-1-30,
>PATIMA06030,PRISIONERO ALLEN C/TANQUE INOXIDABLE AISI 304 M6-1-30,
>TUCINOX047,TUERCA CIEGA INOXIDABLE 304 3/16- 7.5 - 3/8,
>010114,REMACHE POP ALUMINIO 4 X 19,
>BHG2NC125210Z,BULON HEXAGONAL G2 1/2-UNC-8 1/4 ZINC,
>TPJI008009W,TOR.PARKER C/FIJ.INOXIDABLE NÂ° 08 X 3/8 W,
>BCRG5MA12060D,"BUL.C/RED.C/CUAD,G5 M12-1,75-60 DICRO",
>XTAWN10050F,AUTOPERF TROMP.P/AGUJA MADERA NÂ°10X2,
>TTI06030,TORNILLO CAB/TANQUE INOXIDABLE 304 M6-1-30,
>TUCINOXM10,TUERCA CIEGA INOXIDABLE 304 M10,
>API08,ARANDELA PLANA INOXIDABLE M08,
>API10,ARANDELA PLANA INOXIDABLE M10,
>PASIMA08045,PRISIONERO ALLEN S/CABEZA INOXIDABLE AISI 304 M8-1.25-45,
>PACIMA06030,PRISIONERO ALLEN C/CIL. INOXIDABLE M 6-1-30,
>PACIMA08020,PRISIONERO ALLEN C/CIL. INOXIDABLE M 8-1.25-20,
>PACIMA08045,PRISIONERO ALLEN C/CIL. INOXIDABLE M 8-1.25-45,
>PACIMA10020,PRISIONERO ALLEN C/CIL. INOXIDABLE M 10-1.50-20,
>PACIMA10025,PRISIONERO ALLEN C/CIL. INOXIDABLE M 10-1.50-25,
>PACIMA10060,PRISIONERO ALLEN C/CIL. INOXIDABLE M 10-1.50-60,
>PAFIMA06008,PRISIONERO ALLEN C/FREZADA INOXIDABLE AISI 304 M6-1-8,
>PAFIMA10012,PRISIONERO ALLEN C/FREZADA INOXIDABLE AISI 304 M10-1.50-12,
>TFFG2NC039012Z,TOR. C/FRES. PHIL. G2 5/32 X 1/2 ZINC,ARANDELAS PLANAS 5/32
>PASG10MA06008F,PRIS ALLEN S/CAB.G10 M6-1-8 FOSF,
>PASG10MA06020F,PRIS ALLEN S/CAB.G10 M6-1-20 FOSF,
>PASG10MA10012F,PRIS ALLEN S/CAB.G10 M10-1-12 FOSF,
>PASIMA06008,PRISIONERO ALLEN S/CABEZA INOXIDABLE AISI 304 M6-1-8,
>PASIMA06020,PRISIONERO ALLEN S/CABEZA INOXIDABLE AISI 304 M6-1-20,
>PASIMA10012,PRISIONERO ALLEN S/CABEZA INOXIDABLE AISI 304 M10-1.50-12,
>BHIMA08045,"BULON HEXAGONAL INOXIDABLE M8-1,25-45",
>XJAN06009Z,AUTOPERF.C/FIJ.FLANGE PTA AGUJA NÂª 6 x 3/8 ZINC,
>TUHG2NF125N,TUERCA HEXAGONAL G2 1/2-UNF (20) NAT,
>XTAWN08063F,AUTOPERF TROMP.P/AGUJA MADERA NÂ°8X2 1/2 NEGRO,
>XTAWN06044F,AUTOPERF TROMP.P/AGUJA MADERA NÂ°6X1 3/4 NEGRO,
>XTAWN06041F,AUTOPERF TROMP.P/AGUJA MADERA NÂ°6X1 5/8 NEGRO,
>X17AN14050Z,AUTOPERF.C/HEX.T17 PTA AGUJ. CALAD. C/ ARAND. NÂ°14X2 ZINC,
>XJAN08019Z,AUTOPERF.C/FIJ.FLANGE PTA AGUJA NÂª 8 x 3/4 ZINC,
>GANCJOJ50,GANCHO J PARA TECHO 50 MM,
>THAZG2NF110N,TUERCA HEXAGONAL ABRAZADERA G2 7/16-UNF (20) NAT,TUERCAS HEXAGONALES ESTAMPADAS - GRADO 2 7/16
>THAZG2NF125N,TUERCA HEXAGONAL ABRAZADERA G2 1/2-UNF (20) NAT,
>THAZG2NF140N,TUERCA HEXAGONAL ABRAZADERA G2 9/16-UNF (18) NAT,
>BHG8NF250063N,BULON HEXAGONAL G8 1-UNF-2 1/2 BLACK OXID,
>BHG8NF250090N,BULON HEXAGONAL G8 1-UNF-3 1/2 BLACK OXID,
>PACIMA04012,PRISIONERO ALLEN C/CIL. INOXIDABLE M4-0.7-12,
>PABIMA05010,PRISIONERO ALLEN C/BOTON INOXIDABLE AISI 304 M5-0.8-10,
>PABG10NC125038F,PRIS. ALLEN C/BOT.G10 1/2-WHT-1 1/2 FOSF,
>PACG10NC110019F,PRIS ALLEN C/CIL.G10 7/16-NC-3/4 FOSF,
>PACG10MA06020F,PRIS.ALLEN C/CIL.G10 M6-1-20 FOSF,
>TFI004010,TORNILLO CAB. FRESADA C/304 INOXIDABLE M4-10,
>TFI005016,TORNILLO CAB. FRESADA C/304 INOXIDABLE M5-16,
>TFI005020,TORNILLO CAB. FRESADA C/304 INOXIDABLE M5-20,
>TFI006025,TORNILLO CAB. FRESADA C/304 INOXIDABLE M6-25,
>TFI006030,TORNILLO CAB. FRESADA C/304 INOXIDABLE M6-30,
>PAFIMA05016,PRISIONERO ALLEN C/FREZADA INOXIDABLE AISI 304 M5-0.8-16,
>PAFIMA05020,PRISIONERO ALLEN C/FREZADA INOXIDABLE AISI 304 M5-0.8-20,
>PAFIMA05010,PRISIONERO ALLEN C/FREZADA INOXIDABLE AISI 304 M5-0.8-10,
>PABIMA04012,PRISIONERO ALLEN C/BOTON INOXIDABLE AISI 304 M4-0.7-12,
>PACG10MA06016F,PRIS.ALLEN C/CIL.G10 M6-1-16 FOSF,
>PACG10MA06070F,PRIS.ALLEN C/CIL.G10 M6-1-70 FOSF,
>PACG10MA08030F,"PRIS.ALLEN C/CIL.G10 M8-1,25-30 FOSF",
>PAFG10NC095019F,PRIS ALLEN C/FRES.G10 3/8-NC-3/4 FOSF,
>APB190Z,ARANDELA PLANA BISELADA 3/4 ZINC,
>TTRG2NC047032Z,TOR. TANQ. RAN. G2 3/16 X 1 1/4 ZINC,
>CHPH5.5X55,"CHAVETA PARTIDA DE HIERRO 5,5 X 55",
>128.275.4813,REMACHE POP ALUMINIO 4.8 X 12,
>PAFG10MA06020F,"PRIS ALLEN C/FRES.G10 M6-1,25-20 FOSF",
>TURMB012Z,"TUERCA DE RUEDA M12-1,50 ZINC",
>TUHPG2NC375N,TUERCA HEXAGONAL PESADA G2 1 1/2 -UNC (6) NAT,
>XJFPMN08025F,AUTOPERF.C/FIJ.FLANGE PTA MECHA NÂ°8X1 FOSF,
>XJFPMN08019F,AUTOPERF.C/FIJ.FLANGE PTA MECHA NÂ°8X3/4 FOSF,
>XHMN10025ZINC,AUTOPERF.C/HEX. PTA MECHA NÂ°10X1 ZINC,
>BECS08X100,BULON DE EXPANSION BECS 8X100,
>TUIMA08,TUERCA HEXAGONAL INOXIDABLE M08-1.25,
>AGIM08,ARANDELA GROWER INOXIDABLE M08,
>PAFINC065025,PRIS ALLEN C/FRES.INOXIDABLE 1/4 X UNC X 1,
>APB110Z,ARANDELA PLANA BISELADA 7/16 ZINC,
>PACG10MA08025F,"PRIS.ALLEN C/CIL.G10 M8-1,25-25 FOSF",
>PACG10MA08050F,"PRIS.ALLEN C/CIL.G10 M8-1,25-50 FOSF",
>XTAWN08050F,AUTOPERF TROMP.P/AGUJA MADERA NÂ°8X2,
>XTAWN10032F,AUTOPERF TROMP.P/AGUJA MADERA NÂ°10 X 1 1/4,
>XTAWN10038F,AUTOPERF TROMP.P/AGUJA MADERA NÂ°10 X 1 1/2,
>XTAWN10025F,AUTOPERF TROMP.P/AGUJA MADERA NÂ°10 X 1,
>PITON6ABS/TZ,PITON ABIERTO SIN TOPE #6 ZINCADO,
>ABOMBE,ARANDELA BOMBE CHAPA V28,
>APLANAV26,ARANDELA PLANA  V26,
>REMP3.5X16,REMACHE POP ALUMINIO 3.5 X 16,
>MERCAD,ADELANTO MERCADERIA,
>REP4816A,REMACHE POP ALUMINIO 4.8 X 16,
>REP4810A,REMACHE POP ALUMINIO 4.8 X 10,
>REP4820A,REMACHE POP ALUMINIO 4.8 X 20,
>PACG10MA10040F,"PRIS.ALLEN C/CIL.G10 M10-1,50-40 FOSF",
>PACG10MA10045F,"PRIS.ALLEN C/CIL.G10 M10-1,50-45 FOSF",
>PACG10MA1030F,"PRIS.ALLEN C/CIL.G10 M10-1,50-30 FOSF",
>BHG8MA08020D,"BULON HEXAGONAL (10.9) M8-1,25-20 DICRO",
>TTRG2NC047025Z,TOR. TANQ. RAN. G2 3/16 X 1 ZINC,
>TTRG2NC047050Z,TOR. TANQ. RAN. G2 3/16 X 2 ZINC,
>PABG10NC047032F,PRIS. ALLEN C/BOT.G10 3/16-UNC-1 1/4 FOSF,
>BECS12X100,BULON DE EXPANSION BECS 12X100,
>TTRG2NC065009Z,TOR. TANQ. RAN. G2 1/4 X 3/8 ZINC,
>TTRG2NC065019Z,TOR. TANQ. RAN. G2 1/4 X 3/4 ZINC,
>TUAAG2NC079D,TUERCA AUTOFR. ALTA G2 5/16-UNC(18) DICRO,
>APB079D,ARANDELA PLANA BISELADA 5/16 DICRO,
>APB095D,ARANDELA PLANA BISELADA 3/8 DICRO,
>APB125D,ARANDELA PLANA BISELADA 1/2 DICRO,
>BHIMA08025,"BULON HEXAGONAL INOXIDABLE M8-1,25-25",
>BHIMA10025,"BULON HEXAGONAL INOXIDABLE M10-1,5-25",
>ACH047Z,ARANDELA CHAPISTA 3/16 ZINC,
>CONJ-ESNC065012,CONJUNTO ESTANTERIAS BUL G2 1/4-UNC-1/2 CON TUERCA,
>APB220Z,ARANDELA PLANA BISELADA 7/8 ZINC,
>TUAAG2NC065N,TUERCA AUTOFR. ALTA G2 1/4-UNC(20) ZINC. NEGRA,
>HXPMV14075Z,AUTOPERF.C/HEX. PTA MECHA C/ARANDELA VULCANIZADA NÂ°14 X 3 ZINC,
>GANCJOJ60,GANCHO J PARA TECHO 60 MM,
>BECS16X150,BULON DE EXPANSION BECS 16X150,
>EAWS-6013-0250,ELECTRODO AWS 6013 2.50 MM,
>EAWS-6013-0325,ELECTRODO AWS 6013 3.25 MM,
>TTCG2NC047090Z,TOR. TANQ. COMB. G2 3/16 X 3 1/2 ZINC,
>TTCG2NC065012Z,TOR. TANQ. COMB. G2 1/4 X 1/2 ZINC,
>BAPF16X140FWA,BROCA PERSON FISCHER 16 X 140 FWA,
>BHIWHT125038,BULON HEXAGONAL INOXIDABLE 1/2-WHT-1 1/2 (12),
>BCCP23065032,BULON P/CORREA  CAB. PLANA CAB 23 1/4 X 1 1/4,
>BCCP23065038,BULON P/CORREA  CAB. PLANA CAB 23 1/4 X 1 1/2,
>BHG5NC250300D,BULON HEXAGONAL G5 1-UNC-12 DICRO,
>BCCP28079032,BULON P/CORREA  CAB. PLANA CAB 28 5/16 X 1 1/4,
>BCCP28079038,BULON P/CORREA  CAB. PLANA CAB 28 5/16 X 1 1/2,
>TUIMA065,TUERCA HEXAGONAL INOXIDABLE 1/4-UNC (20),
>TUTHCG2MB10D6,"TCA .HEX.TORN CONTRAT. G2 M10-1,25 DICRO ALT 6",
>TTRG2NC079025Z,TOR. TANQ. RAN. G2 5/16 X 1 ZINC,
>TPJCG2G04015Z,TOR.PARKER C/FIJ.COMB.G2 4 X 15 ZINC,
>AF04010,ARANDELA DE FIBRA 4 X 10,
>TUTHCG2MB10D6IZ,"TCA .HEX.TORN CONTRAT. G2 M10-1,25 DICRO ALT 6 IZQ",
>TMHNC110Z,TUERCA MARIPOSA HEMBRA 7/16-UNC ZINC,TUERCAS HEXAGONALES ESTAMPADAS - GRADO 2 7/16
